id	text	created_at	favorite_count	retweet_count	lang	user_id	user_name	user_screen_name	user_followers_count	user_friends_count	user_favourites_count	user_listed_count	user_statuses_count	user_description	user_location	user_created_at	user_verified	user_protected
1497504208924381186	"""'Journalist Bernie Gores', der von den Taliban in Afghanistan im August 2021 """"hingerichtet"""" wurde, starb nun im Februar 2022 erneut als 'Aktivist Bernie Gores' und wurde auf diese Weise ruhmreich das erste amerikanische Todesopfer in der """"Ukraine-Krise"""".  @CNN ??? https://t.co/SZCNpjCDTu"""	Sat Feb 26 09:30:00 +0000 2022	5.0	2.0	de	1337897274798649347	Janine	Janine03199979	661.0	718.0	20153.0	0.0	6930.0	Mother...Wife, love my Family, my Garden and Fossils..🌸🌷🌸 + 🦕🦖  Wissen ist eine Holschuld! 🥱😎 GETTR = Itakka		Sat Dec 12 23:09:21 +0000 2020	False	False
1497502851433701381	This is the First Lady of #Ukraine. https://t.co/GwE0sd6nM0	Sat Feb 26 09:24:36 +0000 2022	1247.0	129.0	en	1441472255939260416	Social Triger	socialtriger	111.0	318.0	102.0	0.0	61.0	This is a place where we discuss and exchange information on lifestyle and better ideas in order to improve society as a whole.		Fri Sep 24 18:40:21 +0000 2021	False	False
1496438692889739267	"""""""The Japanese ambassador to Ukraine stayed in Kiev, he was delivered from Tokyo his great-grandfather's samurai sword and traditional armor. Dressed in them, he declared that the samurai must protect the country in which he is! Glory to Japan! Glory to Ukraine!""""#Ukraine https://t.co/DSKwzZuFBK"""	Wed Feb 23 10:56:01 +0000 2022	5884.0	948.0	en	1492251392161030149	fotoshuma	fotoshuma	56.0	0.0	0.0	0.0	56.0	I am a photographer, I love to open new horizons. Subscribe to my twitter, I will post interesting photos		Fri Feb 11 21:37:28 +0000 2022	False	False
1497229669019574274	"""Read Putin’s latest words on Ukraine’s elected leaders and decide if he’s serious about negotiating:  """"This gang of drug addicts and neo-Nazis that has settled in Kyiv and taken hostage the entire Ukrainian people."""""""	Fri Feb 25 15:19:04 +0000 2022	2236.0	615.0	en	22129280	Jim Sciutto	jimsciutto	520989.0	1168.0	4591.0	6126.0	37321.0	CNN Anchor & Chief Nat Sec Correspondent, Author, “The Madman Theory” and “The Shadow War” https://www.harpercollins.com/blogs/authors/jim-sciutto	Washington, DC & New York, NY	Fri Feb 27 11:07:05 +0000 2009	True	False
1497553197958787074	#UkraineRussiaWar Two Ukrainian kids seen Paying their respect to Ukraine troops heading to the war front . True Patriotism #Ukraine 🇺🇦 ✊🏾#RussiaUkraineWar      #UkraineRussiaWar https://t.co/zHvfZKNAia	Sat Feb 26 12:44:40 +0000 2022	24.0	6.0	en	1386993972728369161	Tweet to trend தமிழா	AravinthanD2	14.0	137.0	63.0	0.0	81.0	Trending with Twitter தமிழா 👑  Follow for more information   தமிழ் பசங்க follow பன்னுங்க 😍  🎯 AIM 1K FOLLOWERS ON TWITTER 🎯  💯 follow back		Tue Apr 27 10:42:38 +0000 2021	False	False
1497212500554702853	BREAKING NEWS: Ghost of Kyiv has been shot down per @APNews he had 15 kills. No parachute, he leaves behind his husband and 3 dogs. RIP Ghost https://t.co/hkBwjJF2Cc	Fri Feb 25 14:10:51 +0000 2022	789.0	149.0	en	1481103730716168193	🇺🇸🦅😎 JIMBO (no kneeling) DICKSON🇺🇸🦅😎	jimboRespecter	550.0	256.0	2852.0	7.0	587.0	I LOVE GOD 🙏🏻🧎 AND DONALD TRUMP 🦅🇺🇸🦅🇺🇸🦅🇺🇸🦅🇺🇸		Wed Jan 12 03:20:33 +0000 2022	False	False
1497622030283423747	"""Moldova. 26.02.2022  FC Zimbru Chișinău fans with a loud shout """"Slavă Ucrainei"""" (Glory to Ukraine)  #UkraineWar https://t.co/ZpEezZ0FIN"""	Sat Feb 26 17:18:11 +0000 2022	254.0	69.0	ro	2994470129	HooligansTV	HooligansTV_eu	59142.0	164.0	73.0	91.0	2634.0	(18+) Here you will see info, photos and videos associated with football hooligans.		Fri Jan 23 17:32:30 +0000 2015	False	False
1497134141627850789	In Ukraine, a Russian tank had driven over the civilian car. Terrifying footage. My thoughts are with the people of Ukraine. https://t.co/hmIDNCUeus	Fri Feb 25 08:59:29 +0000 2022	28959.0	11905.0	en	81572408	Franak Viačorka	franakviacorka	77368.0	3497.0	6313.0	1166.0	16907.0	Senior Advisor to Sviatlana Tsikhanouskaya Contact: franak@tsikhanouskaya.org	Minsk, Belarus	Sun Oct 11 11:09:21 +0000 2009	True	False
1497446929248264195	#26Feb #Guerra #Ucrania #Rudsia Antes del amanecer de este sábado en #Ucrania, continúan las explosiones y detonaciones en los alrededores de #Kiev; ciudadanos ucranianos responden con bombas molotov, incendian tanques rusos.  https://t.co/o3ZdkE4wcw	Sat Feb 26 05:42:23 +0000 2022	1496.0	972.0	es	221378668	Reporte Ya	ReporteYa	983548.0	88777.0	30584.0	2747.0	809651.0	La Fundación ReporteYa es la red pionera de Periodismo Ciudadano y alfabetización digital en Venezuela. Dicta talleres sobre uso efectivo de redes sociales	Venezuela	Tue Nov 30 14:16:26 +0000 2010	False	False
1496904999456370690	"""Following the exploits of a Fulcrum pilot nicknamed """"The Ghost of Kyiv"""" who has scored a confirmed three if not four aerial victories today (working on verifying the fourth). Footage is old, but it's him. What a fucking chad  Don't count the Ukrainian Air Force out just yet"""	Thu Feb 24 17:48:57 +0000 2022	12672.0	2401.0	en	898524398486929408	theScottishKoala - ArmorCast	Sc0ttishKoala	3887.0	89.0	2584.0	9.0	4387.0	Heavily accented history and gaming. He/Him. Contrary to popular belief, I am in fact well aware that Koalas do not live in Scotland	Adelaide, South Australia	Fri Aug 18 12:38:05 +0000 2017	False	False
1496775905192161280	Dear friends and supporters. Our main Kyiv Post site has been under constant cyber attack today from the moment Russia launched its military offensive against Ukraine. We are and will be, doing our best to keep you informed in this difficult time.  Slava Ukrayini! Heroyam Slava!	Thu Feb 24 09:15:59 +0000 2022	27916.0	4331.0	en	14106476	KyivPost	KyivPost	265238.0	1557.0	2191.0	4008.0	54649.0	The award-winning Kyiv Post is the top international source of English-language news about Ukraine since 1995.	#Kyiv, #Ukraine	Sun Mar 09 08:15:00 +0000 2008	True	False
1496993584716918791	La imagen más compartida del día.  #PrayForUkraine #Ucraina #Ukraine #UcraniaBajoAtaque #UkraineRussie https://t.co/VKA7X8knEU	Thu Feb 24 23:40:58 +0000 2022	16681.0	3159.0	es	1918082094	José Girot	josegirot_	89.0	319.0	166.0	7.0	310.0	Estudiante de ing. eléctrica.  venezolano 🇻🇪	Puerto La Cruz, Venezuela	Sun Sep 29 20:51:47 +0000 2013	False	False
1496712564335599626	image from the Ukrainian President’s office sent to CNN's @mchancecnn following the loud explosions the team heard on the ground in #Kyiv  #Ukraine https://t.co/IpJTDdmSCc	Thu Feb 24 05:04:17 +0000 2022	12743.0	6550.0	en	34312259	Michael Holmes	holmescnn	32785.0	3084.0	6003.0	764.0	16272.0	Australian anchor and correspondent for CNN International. Anchors CNN Newsroom Friday-Monday in the wee hours.   11-time Emmy loser.	Atlanta, Georgia, USA	Wed Apr 22 16:07:07 +0000 2009	True	False
1497188964377239581	A Russian tank in #Ukraine with a flag of the Soviet Union. Putin's ambitions could not be more transparent. #StandWithUkraine @EPPGroup @MFAestonia @estNATO @MoD_Estonia https://t.co/ZmFECw91WS	Fri Feb 25 12:37:20 +0000 2022	391.0	129.0	en	1260515654811242498	Riho Terras	RihoTerras	31468.0	634.0	3929.0	516.0	424.0	Member of European Parliament @EPPGroup 🇪🇪 @EP_Industry,  @EP_Agriculture. Deputy coordinator for @EP_ArtifIntel. Former Chief of Defence of Estonia.	Brussels	Wed May 13 10:22:44 +0000 2020	True	False
1497356125087297536	La verdadera razón de Pútin en Ucrania es que destruyó 7 de los 11 biolaboratorios secretos estadounidenses. Pútin quiere liberar a los ucranianos de esos laboratorios y es por eso que es el enemigo número 1 de los rothschild. El banco Central de Ucrania es de los rothschild https://t.co/dTjhXWmoCa	Fri Feb 25 23:41:34 +0000 2022	47.0	29.0	es	1436291479836708877	Divergente	Divergente_4528	458.0	214.0	466.0	3.0	549.0	🇦🇷 🇮🇹 Sos el dios que quieren destruir todo lo que te rodea fue creado para que no lo sepas y no desarrolles tus habilidades.	Ciudad Autónoma de Buenos Aire	Fri Sep 10 11:33:06 +0000 2021	False	False
1496857321909239818	🇺🇦 A Ukrainian woman is injured in the bombing of a residential building in the city of Chuguev, Ukraine.  Explosions have been rocking cities and towns in Ukraine since Thursday morning as Russian troops and tanks moved in. #UkraineRussia https://t.co/bMLUEk5llZ	Thu Feb 24 14:39:30 +0000 2022	3879.0	1277.0	en	25067168	euronews	euronews	503287.0	1108.0	3246.0	8766.0	157811.0	All Views | We tweet in 12 languages. Choose yours: http://bit.ly/2uKDCB3 | You can DM us to contact the newsroom	Europe	Wed Mar 18 12:57:11 +0000 2009	True	False
1497196542138196000	Another video from Grozny, Chechnya sent to me by local source today. Thousands of additional Chechen government forces being deployed to Ukraine as part of Russia's occupation force. https://t.co/4c8tJS1bqp	Fri Feb 25 13:07:26 +0000 2022	9712.0	4814.0	en	2467139606	Neil Hauer	NeilPHauer	70736.0	1065.0	31227.0	2033.0	19328.0	Russia, Ukraine & Caucasus: Armenia, Georgia, Chechnya etc for @bneintellinews. Stories @CNN, @guardian, @AJEnglish etc. 🇨🇦 neil.hauer@gmail.com. Eng/рус/հայ.	Currently: Ukraine	Mon Apr 28 03:24:23 +0000 2014	True	False
1497002446316474382	My heart is with Ukraine and its people. 🇺🇦	Fri Feb 25 00:16:10 +0000 2022	18096.0	1469.0	en	215060612	Elijah Wood	elijahwood	970192.0	3410.0	47871.0	4863.0	20317.0	@_Spectrevision		Fri Nov 12 22:19:11 +0000 2010	True	False
1498093980130570242	Here's possible IR signal left by that explosion near #Palanka, #Ukraine.  Image taken by #Sentinel2 on Feb.24.   I've subtracted cloud band from SWIR just to make sure those aren't clouds and got this.   @WED_explorer @AuroraIntel  https://t.co/pRV4FLtMLe #war #RussiaUkraineWar https://t.co/QK23nt20T2	Mon Feb 28 00:33:32 +0000 2022	5.0	1.0	en	1368902640181145600	kosmi	kosmi64833127	831.0	274.0	29057.0	10.0	2292.0	I'm posting various satellite images, mostly Sentinel and Landsat.		Mon Mar 08 12:33:30 +0000 2021	False	False
1497514747385757699	Sky News has verified and located two videos which show a missile hitting an apartment block in the west of Kyiv. No deaths have been reported.  Live updates: https://t.co/cz5NTchyMw https://t.co/jAFd1SwIlm	Sat Feb 26 10:11:52 +0000 2022	254.0	177.0	en	7587032	Sky News	SkyNews	7566554.0	23.0	1.0	29345.0	510919.0	For breaking news @SkyNewsBreak. Watch live on Sky 501, Virgin Media HD 602, Freeview 233 and YouTube.  Download our app: http://onelink.to/skynews	London, UK	Thu Jul 19 14:42:53 +0000 2007	True	False
1497123956318523392	An armed #Russia's vehicle ran over a civilian car just on the streets of Obolon district in Kyiv. #Ukraine https://t.co/JgbshmBEhN	Fri Feb 25 08:19:01 +0000 2022	4327.0	1809.0	en	86302370	Alexander Khrebet/Олександр Хребет	AlexKhrebet	7589.0	998.0	6356.0	413.0	16911.0	@ZN_UA's international desk editor  Редактор видання Дзеркало тижня  #Ukraine and post-Soviet area a.khrebet@zn.ua khrebetis@gmail.com	Kyiv, Donetsk, Ukraine	Fri Oct 30 12:36:36 +0000 2009	True	False
1496927375367589891	People attend an anti-war protest in Saint Petersburg, Russia, amid Vladimir Putin's invasion of Ukraine.   LIVE UPDATES: https://t.co/rxHToef8pN https://t.co/qetjJqGPOb	Thu Feb 24 19:17:52 +0000 2022	63989.0	15155.0	en	28785486	ABC News	ABC	17216836.0	488.0	39.0	64835.0	377591.0	All the news and information you need to see, curated by the @ABC News team. Watch full ABC News broadcasts on @Hulu: http://abcn.ws/3bJ62RK	New York City / Worldwide	Sat Apr 04 12:40:32 +0000 2009	True	False
1498149430545068033	The situation in #Kyiv remains under control of the Armed Forces of #Ukraine. https://t.co/1SxhmiWSIx	Mon Feb 28 04:13:53 +0000 2022	5112.0	764.0	en	1891490382	NEXTA	nexta_tv	611916.0	130.0	1134.0	4236.0	3705.0	The largest Eastern European media. To let the world know.		Sat Sep 21 21:24:04 +0000 2013	True	False
1496972684915265537	Russia is funding their unprovoked attack on Ukraine through their oil &amp; gas revenue. Biden needs to open up the Keystone Pipeline &amp; cut off the spigot to Russia’s oil &amp; gas. https://t.co/wEwSrsRqdo	Thu Feb 24 22:17:55 +0000 2022	353.0	119.0	en	225921757	Sen. James Lankford	SenatorLankford	114722.0	694.0	1453.0	2149.0	9656.0	Follower of Christ, husband to Cindy, father of two daughters serving the state of Oklahoma in the United States Senate.	Oklahoma and Washington, DC	Sun Dec 12 20:33:07 +0000 2010	True	False
1498191923785486341	The NATO base in Ukraine has been wiped off the face of the earth In the first hours of the special operation, the Russian army attacked one of the key military facilities - the future NATO Naval base in Ochakov. The UK , which finances its construction, had special plans for it.	Mon Feb 28 07:02:44 +0000 2022	10.0	7.0	en	3523359616	Elen )))	LenochkaElen	1690.0	1699.0	29288.0	20.0	35603.0	There is no greatness where there is no simplicity, goodness and truth. - Там нет величия, где нет простоты, доброты и правды.Leo Tolstoy / Лев Толстой	Moscow Russia	Wed Sep 02 12:43:36 +0000 2015	False	False
1497978795571167238	😳😳😳😳  👁👁apenas as cenas usuais dos atores da crise.  Trabalho bem  remunerado pelo Deep State!  Acontecendo na Ucrânia agora.  Acorde! https://t.co/CB41Fev9Jh	Sun Feb 27 16:55:50 +0000 2022	112.0	64.0	pt	979468154488442882	denise	denise47613384	17472.0	17361.0	115386.0	18.0	105323.0	Brasil acima de tudo, Deus acima de todos	São Paulo, Brasil	Thu Mar 29 21:19:40 +0000 2018	False	False
1497209750202863620	Ukrainian🇺🇦 soldiers ambush and take out Russian🇷🇺 soldiers in Kyiv today.  #UKRAINE  https://t.co/bYXoqzNP1p	Fri Feb 25 13:59:55 +0000 2022	8816.0	2181.0	en	1496808190700363779	Ukraine Updates	WW3updated	39842.0	20.0	13.0	237.0	801.0	Covering all global affairs		Thu Feb 24 11:24:22 +0000 2022	False	False
1496716196678225924	The aerodrome in Kharkiv Ukraine says was hit by a Russian missile after Putin announced the special military operation in Ukraine https://t.co/ZDX5P9g3Yu	Thu Feb 24 05:18:43 +0000 2022	4028.0	2801.0	en	90275200	Alec Luhn	ASLuhn	98292.0	1865.0	3020.0	2843.0	23171.0	Scripps environmental journalism fellow interested in the far north. Former Russia correspondent for @guardian & @telegraph. On Wisconsin!		Sun Nov 15 23:38:46 +0000 2009	True	False
1497164782952239104	Ukrainian pilot who is 6-0 shoots down a Russian Su-35 with his Mig-29. He’s been nicknamed the ghost of Kyiv, and is the first pilot since WW2 to achieve ace status! https://t.co/WsoadzLrdQ	Fri Feb 25 11:01:14 +0000 2022	22666.0	3099.0	en	1403461662070521856	Olegi21 🇺🇦💙💛	ItsOlegi21	251.0	115.0	10447.0	5.0	1264.0	19 | 🇺🇦/ 🇮🇪 | BS/CR |		Fri Jun 11 21:18:39 +0000 2021	False	False
1496788626658807814	"""The Japanese ambassador to Ukraine stayed in Kiev.  His great-grandfather's samurai sword and traditional armor was delivered to him from Tokyo, Japan.   In a FB post, he declared that the samurai must protect the country in which he is!  “Glory to Japan! Glory to Ukraine!""""  🇯🇵🇺🇦 https://t.co/kixeXfumqx"""	Thu Feb 24 10:06:32 +0000 2022	47443.0	8764.0	en	1222773302441148416	Visegrád 24	visegrad24	151441.0	476.0	2987.0	1100.0	7573.0	News, politics, current affairs, history and culture from the Visegrad countries. 🇨🇿🇭🇺🇵🇱🇸🇰	Visegrad	Thu Jan 30 06:48:04 +0000 2020	False	False
1498038782851182592	HOLY FFF***🚨 As we reported here is some videos from #Ukraine Media reports a powerful explosion in #Cherkasy. Looks like Vaccum Bomb been used. By whom or on Whome is yet to be seen. https://t.co/YKb1D50ltp	Sun Feb 27 20:54:12 +0000 2022	97.0	47.0	en	1352244011419934722	📡IFE News Agency🚨	IFENewsAgency	8032.0	2414.0	2518.0	68.0	7056.0	News portal based in India. Focused on #LOC Defense and Strategic Affairs. Visit our website : http://www.ifenewsnetwork.com On Koo: http://kooapp.com/profile/i	India	Thu Jan 21 13:18:24 +0000 2021	False	False
1498184070978801666	"""""""Confirmé et reconfirmé. 9 laboratoires d'armes biologiques américains en Ukraine ont été DÉTRUITS par des missiles Iskander. Il n'y a pas de confirmation sur le statut de 4 autres laboratoires. La Russie a interrogé diplomatiquement les Américains, pendant des années"""""""	Mon Feb 28 06:31:32 +0000 2022	71.0	49.0	fr	877638444180283392	Django Freeman	DjangoPepito74	1841.0	559.0	8445.0	3.0	1569.0	kiné non-vacciné. J'ai demandé ma radiation après 30 ans d'activité libérale. Ni vax, ni test, ni pass. Tu m'agresses, je bloque... pas de temps à perdre!		Wed Jun 21 21:24:45 +0000 2017	False	False
1498781926596825089	Голі та примотані до стовпів: в Україні винайшли сороміцьке покарання для десятків мародерів https://t.co/a3xJSIkEwl #новини #ТСН https://t.co/LHWg4GrQwx	Tue Mar 01 22:07:11 +0000 2022	254.0	37.0	uk	60030749	ТСН.ua (канал 1+1)	tsnua	906285.0	2.0	1.0	1618.0	233205.0	Телевізійна служба новин телеканалу 1+1. Останні новини політики, економіки, спорту — все це ексклюзивно на сайті http://TCH.ua та в цьому твітері	Україна	Sat Jul 25 10:27:41 +0000 2009	False	False
1497621394628227079	There are many photos of prisoners of war and the dead circulating on social media. Please don’t share them.  @ICRC will explain that the Geneva Protocols forbid the use of the images of POWs. And the dead have lost enough already.  This is Putin’s war.	Sat Feb 26 17:15:39 +0000 2022	3274.0	950.0	en	2173779986	Tom Tugendhat	TomTugendhat	107376.0	2984.0	33187.0	881.0	32410.0	MP for Tonbridge, Edenbridge and Malling. Chair, Foreign Affairs Committee @CommonsForeign, @Conservatives	Kent	Mon Nov 04 10:48:21 +0000 2013	True	False
1498359734784638979	⚡️The legendary Ghost of #Kyiv has already shot down 14 occupier planes. https://t.co/vwfYwJUthB	Mon Feb 28 18:09:33 +0000 2022	35839.0	4151.0	en	1891490382	NEXTA	nexta_tv	756993.0	135.0	1240.0	5237.0	4177.0	The largest Eastern European media. To let the world know.		Sat Sep 21 21:24:04 +0000 2013	True	False
1497254180108570633	The sanction nobody is talking about. Russian users who attempted to visit pornhub were quite literally cockblocked by a message that told them that the content has been stopped along with a Ukranian flag and message of Ukranian support  #Ukraine #UkraineRussia #UkraineInvasion https://t.co/XdI75534JW	Fri Feb 25 16:56:28 +0000 2022	79337.0	14483.0	en	717872450877284354	┴HפIN⅄qʞƆ∀H	root_nomad	947.0	2914.0	2607.0	13.0	585.0	living in the future. apocalyptic pizza delivery by day metaverse samurai prince by night.	Amsterdam, The Netherlands	Thu Apr 07 00:31:44 +0000 2016	False	False
1498386862112751622	Ejem... Adrián, estooo... A ver... Es que yo qué sé... https://t.co/bqIs6dWRaf	Mon Feb 28 19:57:21 +0000 2022	3210.0	1202.0	es	3085087007	Guillaume Debailly	soyunhoplita	232.0	633.0	6528.0	0.0	9798.0	Trabajo para la DGSE pero podría hacerlo para el AC-12. Ayuser. Ancelottista.	Infiltrado pero poco 	Tue Mar 10 22:58:09 +0000 2015	False	False
1499014440775467013	Live: Receiving stranded students from #Ukraine, who have been evacuated under #OperationGanga from Budapest, on their arrival at New Delhi.  https://t.co/MUZ0c3Ul08	Wed Mar 02 13:31:07 +0000 2022	401.0	361.0	en	160509668	G Kishan Reddy	kishanreddybjp	306315.0	764.0	36373.0	422.0	30386.0	Union Minister For Culture, Tourism And Development Of North Eastern Region (DoNER), Government of India | MP - Secunderabad	Hyderabad, Telangana.	Mon Jun 28 11:05:12 +0000 2010	True	False
1497307778880212994	"""Unbelievable! CNN reported journalist """"Bernie Gores"""" died once in Afghanistan and again in Ukraine. Not only did he not die, CNN used a fake name. His real name is Jordie Jordan and he's a famous YouTube gaming streamer. Here he is, same photo! Good reporting CNN 😂 #fakenews https://t.co/8QlBLmRg4k"""	Fri Feb 25 20:29:27 +0000 2022	1362.0	696.0	en	4805884231	DeepSeek	deep_seekers	5132.0	4855.0	11050.0	35.0	524.0	Live free, love and let be 💙		Sun Jan 24 03:55:12 +0000 2016	False	False
1498674073559306249	Today the EU and Ukraine are already closer than ever.  There is still a long path ahead. We have to end this war. And we should talk about the next steps.  But nobody can doubt that a people that stands up so bravely for our European values belongs in our European family. https://t.co/AeZBy0gvw5	Tue Mar 01 14:58:37 +0000 2022	11782.0	2569.0	en	1146329871418843136	Ursula von der Leyen	vonderleyen	940473.0	205.0	347.0	4980.0	3005.0	President of the @EU_Commission. Mother of seven. Brussels-born. European by heart. 🇪🇺		Wed Jul 03 08:08:33 +0000 2019	True	False
